"","switch","arsenic","dist","assoc","educ","subset"
"564",1,1.04,4.12200021743774,1,3,"training"
"565",1,2.72,24.431999206543,1,6,"test"
"566",1,1.24,24.3589992523193,1,4,"test"
"567",1,0.6,8.19600009918213,0,3,"training"
"568",1,0.71,3.90799999237061,1,2,"training"
"569",0,2.66,9.00599956512451,0,5,"test"
"570",1,1.5,22.2210006713867,1,2,"test"
"571",1,1.83,18.3390007019043,1,2,"training"
"572",1,0.51,14.1400003433228,1,5,"training"
"573",0,0.95,19.3969993591309,1,12,"test"
"574",0,0.61,25.007999420166,1,3,"test"
"575",0,1.13,32.1269989013672,1,4,"test"
"576",1,3.26,18.4160003662109,0,4,"test"
"577",1,1.17,16.636999130249,1,4,"test"
"578",1,0.68,22.9549999237061,1,3,"test"
"579",1,0.52,15.2950000762939,1,4,"training"
"580",1,0.66,23.3640003204346,0,5,"test"
"581",0,0.51,47.0260009765625,0,5,"test"
"582",0,1.21,36.1080017089844,0,4,"test"
"583",0,0.59,86.9789962768555,0,4,"training"
"584",1,0.99,38.9039993286133,0,0,"test"
"585",1,0.66,19.3239994049072,1,9,"test"
"586",0,0.51,1.64600002765656,1,12,"training"
"587",1,1.15,18.5930004119873,1,0,"training"
"588",0,0.68,20.0510005950928,1,5,"test"
"589",0,0.53,11.8299999237061,1,12,"training"
"590",0,0.63,33.3040008544922,1,5,"test"
"591",1,2.05,8.02099990844727,1,5,"test"
"592",0,0.73,19.8159999847412,0,0,"test"
"593",0,0.91,21.2679996490479,1,4,"training"
"594",0,0.82,17.492000579834,1,5,"test"
"595",0,0.67,29.7140007019043,1,4,"training"
"596",1,0.85,25.7859992980957,0,3,"training"
"597",0,0.81,23.8950004577637,0,4,"training"
"598",0,0.59,11.581000328064,1,5,"test"
"599",0,0.65,26.8500003814697,1,9,"test"
"600",0,0.53,13.5780000686646,1,14,"training"
"601",0,0.58,25.7000007629395,1,10,"training"
"602",0,0.56,12.0699996948242,1,10,"training"
"603",0,0.95,7.69399976730347,0,8,"training"
"604",0,0.61,22.1550006866455,0,8,"test"
"605",0,0.72,8.82800006866455,0,9,"training"
"606",1,0.7,19.6439990997314,1,12,"training"
"607",0,0.58,36.3930015563965,0,9,"training"
"608",0,1.03,39.0589981079102,1,8,"training"
"609",1,0.67,51.890998840332,0,0,"test"
"610",1,0.57,30.5520000457764,0,8,"training"
"611",0,0.85,34.3050003051758,1,6,"test"
"612",1,0.72,40.3930015563965,1,8,"training"
"613",1,0.78,16.8129997253418,1,8,"test"
"614",0,0.52,26.1979999542236,0,10,"test"
"615",0,0.54,11.6999998092651,1,5,"test"
"616",0,0.61,51.4659996032715,1,4,"test"
"617",1,1.1,131.77099609375,1,12,"test"
"618",1,1.07,119.158996582031,1,12,"training"
"619",1,0.65,128.785995483398,0,12,"training"
"620",1,1.25,101.017997741699,1,10,"test"
"621",1,1.19,99.9140014648438,1,12,"test"
"622",0,1.21,90.4580001831055,1,5,"training"
"623",1,0.76,79.1959991455078,1,12,"training"
"624",0,0.9,65.9599990844727,0,8,"test"
"625",1,1.15,80.8939971923828,1,12,"test"
"626",0,0.58,50.5299987792969,0,4,"test"
"627",1,2.95,24.0249996185303,1,0,"training"
"628",1,2.71,81.9830017089844,0,3,"training"
"629",0,0.96,71.0810012817383,1,8,"test"
"630",1,2.34,83.4349975585938,0,8,"training"
"631",1,2.37,84.3030014038086,0,7,"test"
"632",1,1.34,8.51399993896484,0,12,"training"
"633",1,3.16,122.855003356934,0,3,"training"
"634",0,1.4,23.0699996948242,1,5,"test"
"635",1,3.18,114.658996582031,0,8,"training"
"636",0,2.95,126.319000244141,0,0,"test"
"637",0,3.27,136.210006713867,1,0,"test"
"638",0,1.93,155.419998168945,0,5,"training"
"639",0,2.86,178.755996704102,1,5,"test"
"640",0,2.28,58.6479988098145,1,8,"training"
"641",1,2.07,13.875,1,5,"training"
"642",1,3.5,25.882999420166,1,5,"test"
"643",1,4.54,30.6809997558594,0,5,"training"
"644",1,3.92,36.0629997253418,1,8,"training"
"645",1,1.65,28.1840000152588,1,7,"training"
"646",1,2.07,47.8310012817383,1,0,"training"
"647",1,2.97,25.7999992370605,0,12,"test"
"648",1,3.91,49.1479988098145,1,9,"test"
"649",1,3.29,48.2099990844727,1,4,"test"
"650",1,2.61,35.5029983520508,0,0,"test"
"651",1,2.63,38.4119987487793,0,3,"test"
"652",1,1.54,66.302001953125,1,5,"test"
"653",1,2.61,54.6839981079102,1,5,"test"
"654",1,0.9,18.0189990997314,1,8,"training"
"655",1,2.44,44.1539993286133,1,2,"test"
"656",1,2.72,47.4140014648438,1,6,"training"
"657",1,3.86,33.4249992370605,0,4,"test"
"658",1,1.26,55.5769996643066,1,12,"test"
"659",1,3.98,33.1160011291504,1,8,"test"
"660",1,2.22,11.4490003585815,1,6,"training"
"661",0,2.28,28.7390003204346,1,7,"training"
"662",1,1.62,23.2350006103516,1,12,"test"
"663",1,1.08,27.1000003814697,1,12,"training"
"664",1,1.78,23.8339996337891,1,12,"training"
"665",1,0.6,25.6690006256104,1,12,"test"
"666",1,0.63,14.1660003662109,1,8,"test"
"667",1,2.1,28.4799995422363,1,12,"training"
"668",1,2.06,16.9650001525879,1,8,"training"
"669",1,2.98,25.613000869751,1,0,"training"
"670",1,2.12,35.8899993896484,0,14,"test"
"671",1,1.71,13.298999786377,0,8,"training"
"672",1,2.44,25.6599998474121,1,8,"test"
"673",1,2.59,29.0219993591309,0,6,"test"
"674",0,1.92,31.6299991607666,1,5,"training"
"675",1,1.92,23.9449996948242,0,5,"test"
"676",1,0.83,55.8320007324219,1,5,"training"
"677",1,1.76,50.4500007629395,1,5,"training"
"678",1,1.84,57.4360008239746,1,4,"training"
"679",1,2.14,89.2669982910156,1,0,"test"
"680",1,2.48,122.83699798584,1,0,"test"
"681",0,1.7,144.634994506836,1,5,"test"
"682",1,3.33,166.294006347656,0,0,"test"
"683",0,1.78,157.240005493164,0,5,"training"
"684",1,2.15,151.139007568359,1,0,"test"
"685",1,1.36,157.932998657227,1,9,"training"
"686",1,1.95,165.998001098633,1,8,"test"
"687",1,4.42,188.102005004883,1,5,"training"
"688",1,1.39,174.514999389648,1,10,"training"
"689",1,0.62,65.6999969482422,0,12,"training"
"690",1,1.63,61.125,0,12,"training"
"691",0,0.86,25.2469997406006,0,12,"test"
"692",0,0.92,2.23900008201599,0,10,"test"
"693",0,0.51,25.5380001068115,1,8,"test"
"694",0,1.96,9.40200042724609,1,12,"test"
"695",0,0.91,27.1940002441406,1,12,"training"
"696",1,0.6,25.9039993286133,1,12,"test"
"697",1,0.73,18.0149993896484,1,10,"training"
"698",1,0.63,9.06099987030029,1,4,"test"
"699",0,3.47,30.5100002288818,0,12,"training"
"700",1,1.19,51.273998260498,1,3,"test"
"701",1,1.31,35.8919982910156,1,6,"test"
"702",1,0.9,42.5499992370605,1,5,"training"
"703",1,2.39,30.1159992218018,0,12,"training"
"704",1,2.31,27.8600006103516,0,12,"training"
"705",1,1.21,45.5139999389648,1,10,"test"
"706",1,1.06,42.5359992980957,0,4,"test"
"707",1,2.17,48.6040000915527,0,8,"test"
"708",1,1.82,43.7319984436035,0,12,"training"
"709",1,1.51,31.0890007019043,1,8,"training"
"710",1,1.6,35.3429985046387,0,9,"test"
"711",1,0.85,32.101001739502,0,8,"test"
"712",1,1.44,30.4449996948242,0,4,"training"
"713",1,1.64,43.0769996643066,1,10,"test"
"714",1,0.68,28.367000579834,0,8,"test"
"715",1,1.68,28.742000579834,1,5,"test"
"716",1,1.64,23.1310005187988,1,9,"training"
"717",1,0.71,15.0050001144409,0,7,"training"
"718",1,1.31,45.064998626709,1,0,"test"
"719",1,1.15,51.625,0,2,"training"
"720",1,1.03,8.55300045013428,1,8,"test"
"721",1,2.25,8.71700000762939,1,8,"test"
"722",1,1.42,4.64699983596802,0,5,"test"
"723",0,0.62,20.0639991760254,1,4,"training"
"724",1,3.04,18.2169990539551,0,5,"training"
"725",1,1.39,32.4039993286133,0,5,"test"
"726",0,0.52,48.390998840332,0,5,"training"
"727",0,1.07,23.6480007171631,0,5,"training"
"728",0,0.53,44.5839996337891,0,10,"training"
"729",1,0.87,21.9610004425049,1,5,"test"
"730",0,1.22,21.9610004425049,1,5,"test"
"731",0,0.91,14.0030002593994,1,5,"test"
"732",0,0.65,34.4939994812012,1,12,"test"
"733",0,2.19,67.2399978637695,1,15,"test"
"734",0,2.45,70.5380020141602,1,15,"training"
"735",1,1.71,91.9830017089844,1,14,"test"
"736",1,2.89,35.5789985656738,1,5,"test"
"737",1,2.73,35.5789985656738,1,10,"test"
"738",1,1.55,4.41400003433228,1,0,"test"
"739",1,1.28,71.4079971313477,0,3,"training"
"740",1,1.34,75.2330017089844,1,8,"test"
"741",1,2.01,95.1809997558594,0,9,"training"
"742",0,2.29,102.113998413086,0,6,"training"
"743",0,2.59,114.486999511719,1,5,"training"
"744",1,3.34,113.726997375488,0,16,"training"
"745",1,2.76,123.794998168945,0,8,"training"
"746",1,2.51,113.424003601074,1,6,"test"
"747",1,2.42,143.070999145508,0,0,"training"
"748",0,3.51,152.518997192383,0,5,"training"
"749",1,3.19,142.869003295898,0,6,"test"
"750",1,2.58,134.600006103516,0,8,"training"
"751",1,2.18,126.942001342773,1,5,"training"
"752",1,4.51,118.81600189209,0,0,"training"
"753",1,3.29,110.699996948242,0,5,"training"
"754",1,3.31,89.1900024414062,0,5,"test"
"755",0,2.98,79.6750030517578,1,8,"test"
"756",1,1.07,132.945999145508,1,6,"test"
"757",0,2.63,125.524002075195,0,5,"training"
"758",0,1.29,115.388999938965,0,5,"training"
"759",1,3.38,99.0210037231445,1,6,"test"
"760",1,0.83,117.01000213623,1,5,"training"
"761",1,2.56,75.6060028076172,1,5,"test"
"762",0,0.56,69.7829971313477,0,9,"test"
"763",0,1.59,52.181999206543,0,5,"test"
"764",0,2.87,134.098999023438,1,9,"training"
"765",0,1.11,95.4670028686523,1,8,"training"
"766",0,1.09,64.9980010986328,0,8,"test"
"767",0,2.89,43.5979995727539,1,5,"training"
"768",0,0.67,33.7089996337891,1,4,"training"
"769",0,1.08,20.0090007781982,1,0,"training"
"770",0,1.71,22.6200008392334,1,5,"test"
"771",0,2.83,106.488998413086,0,0,"test"
"772",1,2.59,137.815994262695,0,5,"training"
"773",1,2.2,155.507995605469,0,12,"training"
"774",1,2.04,152.160995483398,0,12,"test"
"775",0,1.78,202.134002685547,0,0,"test"
"776",0,1.94,170.427993774414,0,4,"test"
"777",0,1.36,120.763999938965,1,5,"training"
"778",1,3.25,131.179000854492,0,4,"test"
"779",0,1.38,72.359001159668,0,4,"test"
"780",1,1.51,50.5830001831055,1,4,"test"
"781",0,0.84,75.3690032958984,0,8,"training"
"782",0,0.98,79.3600006103516,0,5,"training"
"783",0,0.9,93.5859985351562,1,5,"test"
"784",0,1.32,80.1839981079102,1,6,"test"
"785",0,1.59,82.6709976196289,1,5,"test"
"786",0,3.07,70.7779998779297,0,10,"training"
"787",0,0.85,34.5099983215332,0,10,"test"
"788",0,1.29,56.734001159668,1,5,"training"
"789",0,2.53,49.6209983825684,0,5,"training"
"790",0,1.53,73.9049987792969,1,0,"training"
"791",0,1.75,68.7809982299805,1,0,"test"
"792",0,1.11,52.9290008544922,1,5,"training"
"793",1,3.27,134.875,1,0,"test"
"794",0,2.43,150.192993164062,1,2,"test"
"795",0,1.57,138.024002075195,0,5,"training"
"796",0,2.22,119.65299987793,1,5,"test"
"797",0,2.95,112.577003479004,1,0,"test"
"798",0,1.59,17.4179992675781,0,0,"training"
"799",0,2.54,28.7129993438721,1,5,"test"
"800",0,1.06,38.2239990234375,1,5,"test"
"801",1,0.79,39.6759986877441,0,0,"test"
"802",1,2.41,13.2659997940063,1,0,"test"
"803",0,1.23,19.0909996032715,1,0,"training"
"804",0,1.79,19.7439994812012,1,0,"test"
"805",0,2.56,77.4390029907227,1,4,"test"
"806",1,2.6,132.369995117188,1,0,"test"
"807",0,3.01,67.0739974975586,1,0,"training"
"808",0,2.88,38.8520011901855,1,5,"test"
"809",0,2.7,16.7810001373291,0,5,"test"
"810",0,3.66,28.7630004882812,1,0,"test"
"811",0,0.93,14.2430000305176,1,6,"test"
"812",0,1.17,32.9560012817383,1,5,"training"
"813",0,4.46,38.9539985656738,1,5,"training"
"814",0,2.11,67.3840026855469,1,5,"test"
"815",0,3.17,82.802001953125,1,0,"test"
"816",0,3.65,104.232002258301,1,5,"training"
"817",0,1.8,54.1529998779297,1,5,"training"
"818",0,5.6,53.2130012512207,1,0,"test"
"819",0,4.18,31.6650009155273,1,5,"training"
"820",1,4.78,45.9440002441406,0,5,"training"
"821",1,4.07,37.3860015869141,0,5,"test"
"822",1,4.74,14.6269998550415,0,5,"training"
"823",1,4.81,27.6009998321533,0,10,"test"
"824",1,4.65,35.8839988708496,1,10,"training"
"825",1,1.53,52.1920013427734,0,5,"training"
"826",1,2.7,31.621000289917,0,5,"test"
"827",1,3.89,82.3820037841797,1,0,"training"
"828",0,3.44,97.4029998779297,0,5,"training"
"829",0,2.74,124.050003051758,1,0,"training"
"830",0,3.21,126.800003051758,1,5,"training"
"831",1,3.17,117.899002075195,1,5,"test"
"832",0,1.29,115.013000488281,1,5,"training"
"833",0,5.81,9.37199974060059,1,0,"training"
"834",1,4.83,50.5970001220703,1,5,"training"
"835",1,4.48,17.3320007324219,1,5,"training"
"836",1,4.2,32.4249992370605,1,0,"training"
"837",1,1.93,62.1949996948242,1,5,"training"
"838",1,0.83,108.349998474121,1,5,"training"
"839",1,3.86,67.1169967651367,1,0,"test"
"840",1,4.39,66.4980010986328,1,5,"test"
"841",1,3.57,52.7919998168945,1,5,"test"
"842",0,3.32,72.0979995727539,1,5,"test"
"843",1,3.07,92.9889984130859,1,5,"test"
"844",1,4.07,72.3779983520508,1,5,"test"
"845",1,3.63,111.593002319336,1,10,"test"
"846",1,3.39,112.91300201416,1,5,"training"
"847",1,2.61,84.7040023803711,0,5,"training"
"848",1,1.29,67.7880020141602,1,5,"training"
"849",1,1.97,96.7969970703125,1,5,"training"
"850",1,3.31,81.5149993896484,1,12,"training"
"851",1,3.68,94.6389999389648,1,12,"training"
"852",1,4.05,96.4820022583008,0,10,"test"
"853",0,3.23,75.1129989624023,1,0,"test"
"854",1,4.64,57.2120018005371,0,5,"test"
"855",1,4.51,50.2560005187988,0,5,"training"
"856",0,1.32,31.1000003814697,0,12,"test"
"857",1,0.71,18.0370006561279,0,10,"training"
"858",1,1.18,12.0220003128052,1,10,"training"
"859",0,0.58,22.8649997711182,1,5,"training"
"860",1,1.44,38.3899993896484,1,0,"training"
"861",1,0.56,19.2600002288818,0,5,"test"
"862",1,0.99,21.3729991912842,1,0,"test"
"863",0,1.48,7.85799980163574,1,5,"training"
"864",0,1.46,35.1640014648438,1,0,"test"
"865",1,1.62,63.0060005187988,1,5,"training"
"866",0,1.72,72.2249984741211,1,0,"test"
"867",0,1.32,74.6600036621094,1,5,"test"
"868",0,1,58.3969993591309,1,5,"test"
"869",1,0.74,50.818000793457,1,5,"test"
"870",1,1.07,41.390998840332,0,5,"test"
"871",1,1.1,39.5460014343262,1,0,"training"
"872",1,0.61,30.5820007324219,1,5,"training"
"873",1,0.93,25.7280006408691,1,0,"test"
"874",1,1.3,26.6049995422363,1,5,"test"
"875",1,0.7,16.5790004730225,1,5,"test"
"876",0,1.27,19.0540008544922,1,0,"training"
"877",1,0.64,10.581000328064,1,5,"test"
"878",0,0.64,19.5779991149902,0,5,"training"
"879",1,0.73,10.9390001296997,0,12,"test"
"880",0,0.54,9.42300033569336,1,5,"test"
"881",1,0.61,18.9370002746582,1,5,"training"
"882",1,0.86,23.8020000457764,1,5,"training"
"883",0,1.05,15.710000038147,1,8,"test"
"884",1,1.23,32.9980010986328,1,10,"training"
"885",0,0.67,32.1990013122559,0,12,"training"
"886",1,0.66,102.055999755859,1,4,"training"
"887",0,0.57,12.8500003814697,1,5,"training"
"888",0,0.55,21.9020004272461,1,5,"training"
"889",1,2.34,41.3339996337891,0,0,"training"
"890",1,1.31,42.310001373291,1,5,"test"
"891",1,0.87,39.5110015869141,0,9,"test"
"892",1,0.71,16.632999420166,0,0,"test"
"893",1,0.66,24.9489994049072,0,0,"test"
"894",0,1.47,42.0900001525879,0,0,"training"
"895",0,0.88,48.9269981384277,0,0,"training"
"896",1,0.86,14.5220003128052,0,10,"test"
"897",1,0.82,49.6450004577637,1,12,"test"
"898",0,0.69,56.8219985961914,1,5,"test"
"899",0,0.61,15.6009998321533,0,8,"test"
"900",0,1.01,43.0270004272461,1,0,"training"
"901",1,1.5,43.507999420166,1,5,"training"
"902",1,1.19,78.7210006713867,1,5,"training"
"903",1,1.56,52.734001159668,1,5,"test"
"904",1,1.39,48.5579986572266,0,5,"test"
"905",1,0.64,21.8920001983643,1,10,"test"
"906",1,0.6,24.0659999847412,1,0,"test"
"907",1,0.82,26.4260005950928,1,10,"test"
"908",1,1.19,56.6240005493164,0,5,"training"
"909",1,0.93,35.0750007629395,0,5,"training"
"910",1,1.1,29.5779991149902,1,5,"test"
"911",0,1.47,21.3400001525879,1,0,"test"
"912",1,1.58,21.0090007781982,1,14,"training"
"913",1,2.04,7.93800020217896,1,0,"training"
"914",0,0.54,35.1609992980957,0,0,"test"
"915",1,0.72,10.0609998703003,1,0,"training"
"916",1,0.69,46.2560005187988,1,5,"training"
"917",0,1.41,48.6049995422363,1,0,"test"
"918",0,0.85,24.3780002593994,1,8,"training"
"919",0,1.32,27.5919990539551,1,9,"training"
"920",0,1.89,43.5309982299805,1,0,"test"
"921",0,1.51,91.6449966430664,1,0,"test"
"922",1,1.86,92.8679962158203,1,5,"test"
"923",1,6.76,70.9010009765625,0,9,"training"
"924",1,3.19,67.4960021972656,1,10,"training"
"925",1,6.32,27.4069995880127,0,0,"training"
"926",1,2.4,57.1590003967285,0,11,"test"
"927",1,0.88,19.6189994812012,1,8,"test"
"928",0,0.54,11.3009996414185,0,5,"test"
"929",1,0.8,41.515998840332,0,5,"training"
"930",0,0.74,13.1169996261597,1,10,"test"
"931",1,4.2,26.8330001831055,1,5,"training"
"932",1,1.43,23.3729991912842,0,10,"training"
"933",1,2.69,2.89499998092651,0,11,"test"
"934",0,0.74,4.5939998626709,0,0,"test"
"935",1,0.63,42.2200012207031,1,0,"test"
"936",1,0.83,60.3639984130859,0,4,"training"
"937",0,1.12,69.1549987792969,0,5,"training"
"938",1,1.16,59.6590003967285,0,9,"test"
"939",0,0.93,57.2879981994629,1,5,"training"
"940",1,1.22,56.2560005187988,1,10,"test"
"941",0,1.09,16.7800006866455,0,5,"training"
"942",0,1.67,34.0900001525879,0,0,"training"
"943",1,1.09,33.1679992675781,1,5,"training"
"944",1,0.97,12.0059995651245,1,7,"training"
"945",0,1.25,51.5149993896484,0,5,"training"
"946",1,1.66,60.2939987182617,0,7,"training"
"947",0,1.15,27.8110008239746,1,6,"test"
"948",1,1.15,44.9199981689453,1,0,"training"
"949",0,1.21,55.1529998779297,0,0,"test"
"950",1,1.64,66.2570037841797,1,5,"test"
"951",0,1.74,51.1629981994629,0,0,"training"
"952",0,1.08,49.5190010070801,1,0,"test"
"953",0,1.09,19.136999130249,1,4,"training"
"954",0,2.27,33.9949989318848,1,5,"test"
"955",0,1.46,34.0670013427734,0,0,"training"
"956",0,1.35,45.4070014953613,0,0,"test"
"957",1,3.65,76.3030014038086,1,5,"test"
"958",0,1.18,55.5870018005371,1,0,"test"
"959",0,0.54,79.697998046875,1,0,"training"
"960",0,1.01,92.0139999389648,0,6,"test"
"961",1,1.5,76.6470031738281,1,8,"training"
"962",1,1.63,78.8679962158203,0,5,"training"
"963",1,0.76,62.326000213623,0,8,"test"
"964",1,0.67,54.056999206543,1,5,"training"
"965",1,1.14,16.9979991912842,1,5,"test"
"966",0,0.73,3.38000011444092,1,0,"training"
"967",1,1.6,50.7169990539551,1,10,"test"
"968",1,2.3,22.326000213623,0,11,"training"
"969",0,0.61,59.9259986877441,1,0,"training"
"970",1,0.65,162.921005249023,0,5,"training"
"971",0,0.66,163.680999755859,0,0,"training"
"972",0,0.51,33.7449989318848,0,0,"test"
"973",0,0.65,72.8649978637695,0,5,"test"
"974",0,3.42,153.356994628906,0,5,"training"
"975",0,2.82,213.714996337891,1,5,"test"
"976",0,1.32,98.9899978637695,0,0,"training"
"977",0,1.89,93.1709976196289,1,0,"test"
"978",0,1.37,85.3889999389648,0,0,"test"
"979",0,1.38,70.6480026245117,0,5,"test"
"980",0,2.39,50.5690002441406,0,0,"training"
"981",0,0.82,28.9969997406006,1,0,"training"
"982",0,0.61,84.6849975585938,0,0,"training"
"983",0,2.97,75.0260009765625,0,0,"test"
"984",0,1.11,11.2379999160767,0,0,"test"
"985",0,1.54,96.4089965820312,0,5,"test"
"986",0,1.19,103.411003112793,1,0,"training"
"987",0,2.37,49.2980003356934,1,0,"test"
"988",0,2.54,40.5740013122559,1,0,"training"
"989",0,0.64,90.5490036010742,0,5,"training"
"990",0,1.95,114.900001525879,0,5,"test"
"991",0,1.85,84.7519989013672,0,5,"test"
"992",0,1.3,88.2180023193359,0,5,"test"
"993",1,0.78,42.5690002441406,0,0,"training"
"994",1,1.88,39.7929992675781,0,0,"test"
"995",1,1.11,3.39299988746643,0,5,"training"
"996",0,0.75,10.3330001831055,1,5,"training"
"997",1,1.18,15.5959997177124,1,8,"training"
"998",0,0.59,32.4550018310547,1,9,"test"
"999",1,0.79,23.3799991607666,0,8,"test"
"1000",1,1.24,26.4869995117188,0,10,"test"
"1001",1,0.97,20.7180004119873,0,5,"training"
"1002",1,0.73,8.64900016784668,1,8,"training"
"1003",1,0.82,24.7940006256104,1,9,"test"
"1004",0,0.75,17.5900001525879,0,0,"training"
"1005",0,1.05,42.5169982910156,1,0,"test"
"1006",0,0.53,27.7329998016357,0,0,"test"
"1007",1,0.55,11.456000328064,0,0,"test"
"1008",0,0.83,23.3810005187988,1,0,"test"
"1009",1,0.51,32.4879989624023,1,8,"test"
"1010",1,0.74,31.2150001525879,0,5,"training"
"1011",1,0.75,12.2410001754761,1,5,"training"
"1012",0,0.65,35.4780006408691,1,8,"test"
"1013",1,1.04,39.5410003662109,0,5,"test"
"1014",1,1.47,40.0449981689453,0,10,"training"
"1015",0,1.07,2.10899996757507,0,8,"test"
"1016",1,2.11,23.1089992523193,0,7,"training"
"1017",0,1.5,7.36999988555908,0,11,"test"
"1018",0,1.8,16.6860008239746,1,0,"test"
"1019",1,1.8,25.9710006713867,0,0,"training"
"1020",1,2.65,7.76300001144409,1,11,"test"
"1021",1,1.9,8.96700000762939,1,0,"training"
"1022",0,1.71,13.5729999542236,1,0,"training"
"1023",0,2.44,45.5330009460449,0,5,"test"
"1024",1,0.52,32.5309982299805,0,5,"test"
"1025",1,0.99,40.9480018615723,1,11,"test"
"1026",1,0.93,58.7459983825684,0,0,"test"
"1027",0,0.95,55.1100006103516,0,7,"test"
"1028",0,1.56,26.7220001220703,0,8,"training"
"1029",0,1.48,19.1569995880127,0,0,"test"
"1030",1,1.53,16.2320003509521,0,10,"training"
"1031",1,1.48,23.8390007019043,1,0,"test"
"1032",1,1.06,57.3409996032715,0,10,"test"
"1033",0,1.03,53.8120002746582,0,0,"test"
"1034",0,0.67,18.8659992218018,0,10,"test"
"1035",0,0.58,26.4820003509521,0,10,"training"
"1036",1,0.67,27.9290008544922,0,0,"test"
"1037",0,0.56,27.4120006561279,1,0,"test"
"1038",1,0.69,33.4300003051758,0,12,"training"
"1039",1,0.83,48.3339996337891,0,5,"test"
"1040",1,1.11,61.4070014953613,0,0,"test"
"1041",0,0.63,59.6419982910156,1,6,"test"
"1042",1,1.22,34.2820014953613,0,0,"training"
"1043",1,0.98,38.7849998474121,0,9,"test"
"1044",1,1.04,35.7490005493164,0,11,"test"
"1045",1,0.94,41.5890007019043,0,0,"test"
"1046",0,2.16,5.3600001335144,0,10,"test"
"1047",1,0.93,24.5009994506836,0,7,"test"
"1048",0,0.53,23.7919998168945,0,8,"training"
"1049",1,0.98,29.7159996032715,0,5,"test"
"1050",0,0.75,28,0,5,"training"
"1051",1,0.6,45.0279998779297,1,4,"test"
"1052",1,1.47,48.7729988098145,1,0,"training"
"1053",1,2.41,43.5589981079102,0,5,"training"
"1054",1,0.75,78.5329971313477,1,8,"test"
"1055",0,1.02,84.3929977416992,0,5,"test"
"1056",0,1.28,88.4189987182617,1,5,"test"
"1057",0,1.16,124.914001464844,1,5,"training"
"1058",0,1.46,150.210998535156,0,5,"training"
"1059",0,1.34,110.517997741699,1,5,"training"
"1060",1,2,79.3160018920898,1,0,"training"
"1061",1,1.15,41.9739990234375,0,6,"test"
"1062",1,1.09,59.7949981689453,0,10,"test"
"1063",1,1.38,102.73999786377,1,10,"training"
"1064",1,1.99,91.3730010986328,1,8,"training"
"1065",1,2.21,134.421005249023,0,8,"test"
"1066",1,1.67,152.891006469727,1,0,"test"
"1067",0,1.49,49.5449981689453,1,0,"training"
"1068",0,1.24,39.0690002441406,1,0,"test"
"1069",1,1.57,111.248001098633,1,5,"training"
"1070",1,0.75,69.3899993896484,1,0,"training"
"1071",1,1.19,28.882999420166,0,0,"test"
"1072",0,1.39,11.2089996337891,1,5,"training"
"1073",1,0.98,36.3489990234375,1,0,"training"
"1074",1,1.13,30.2099990844727,1,0,"test"
"1075",1,0.72,32.0999984741211,1,0,"test"
"1076",1,0.95,17.9969997406006,1,0,"training"
"1077",1,1.51,29.5340003967285,1,0,"test"
"1078",1,1.35,17.1539993286133,1,0,"training"
"1079",1,1.42,12.4029998779297,1,0,"training"
"1080",0,1.43,38.1459999084473,1,10,"training"
"1081",0,0.75,22.738000869751,0,0,"test"
"1082",0,0.98,10.3970003128052,0,8,"training"
"1083",1,0.72,5.27199983596802,1,0,"training"
"1084",1,1.89,20.5139999389648,1,0,"test"
"1085",0,1.72,36.0069999694824,0,9,"test"
"1086",0,1.92,29.4409999847412,0,0,"test"
"1087",0,0.55,17.6389999389648,1,10,"training"
"1088",0,0.53,32.5060005187988,0,5,"test"
"1089",1,1.29,35.6689987182617,1,7,"test"
"1090",1,0.76,35.6689987182617,0,11,"training"
"1091",0,0.53,39.9550018310547,0,4,"test"
"1092",1,0.7,60.4790000915527,1,8,"test"
"1093",0,0.62,84.7519989013672,0,0,"test"
"1094",0,0.69,60.7509994506836,0,6,"training"
"1095",1,0.98,24.507999420166,0,0,"training"
"1096",1,0.93,32.9910011291504,1,10,"test"
"1097",0,1.23,17.2590007781982,0,0,"test"
"1098",0,0.94,8.52400016784668,1,9,"test"
"1099",1,1.05,54.193000793457,1,0,"training"
"1100",0,0.85,32.2879981994629,1,8,"training"
"1101",0,0.82,36.568000793457,0,0,"test"
"1102",0,0.72,49.7610015869141,0,0,"test"
"1103",0,0.61,41.0979995727539,0,0,"test"
"1104",0,0.72,12.1040000915527,0,0,"training"
"1105",1,1.14,66.4540023803711,0,5,"test"
"1106",0,0.69,37.6959991455078,0,0,"test"
"1107",0,1.02,22.3250007629395,0,0,"training"
"1108",1,0.62,43.9539985656738,0,4,"test"
"1109",0,0.57,21.9699993133545,0,5,"training"
"1110",0,0.52,24.0480003356934,0,0,"test"
"1111",0,0.52,21.1459999084473,0,11,"test"
"1112",0,0.51,13.96399974823,0,0,"training"
"1113",0,0.65,22.2830009460449,1,5,"training"
"1114",0,0.68,11.0609998703003,0,0,"training"
"1115",0,3.73,173.871994018555,0,10,"test"
"1116",0,1.14,89.2279968261719,0,0,"training"
"1117",1,1.35,16.6439990997314,0,12,"training"
"1118",0,1,5.46099996566772,0,12,"training"
"1119",0,1.78,23.1730003356934,0,0,"training"
"1120",0,0.75,16.1560001373291,0,12,"training"
"1121",0,0.66,22.4080009460449,0,0,"training"
"1122",0,0.63,14.2159996032715,0,5,"training"
